id,battery_power,blue,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,mobile_wt_zscore,ram_zscore,new mobile_wt,new ram,,,,
509,581,0,2.2,0,0,0,59,0.7,185,5,6,803,1613,2819,19,17,9,0,0,1,2,1.266144057,0.113303354,185,2819,,,,
510,1872,1,2.3,0,6,0,44,0.7,134,3,15,459,1259,1955,9,4,15,1,0,1,2,-0.175597243,-0.054821321,134,1955,,,,
511,687,1,1.3,0,9,1,50,0.6,151,4,20,584,1151,3416,14,6,8,1,1,0,3,0.30498319,0.229472835,151,3416,,,,
512,1062,1,2.5,1,6,0,10,0.9,160,1,13,1596,1807,3803,7,3,16,0,0,1,3,0.559408125,0.304778679,160,3803,,,,
513,1678,1,2.3,1,11,0,7,0.5,192,1,14,418,1763,574,5,3,19,1,0,0,0,1.464030118,-0.323548376,192,574,,,,
514,1417,1,0.5,0,10,1,45,0.9,166,4,19,364,1029,2129,13,9,12,1,0,1,1,0.729024749,-0.020962879,166,2129,,,,
515,1074,0,2.4,1,2,1,9,0.9,103,6,14,946,952,1948,13,1,18,1,1,1,1,-1.051949798,-0.056183442,103,1948,,,,
516,1832,0,0.7,0,2,0,2,0.6,90,7,6,186,654,2978,18,7,18,0,0,0,2,-1.419452482,0.144242965,90,2978,,,,
517,1039,0,1.3,0,0,1,12,0.8,200,8,0,1428,1827,1619,7,1,10,1,1,1,1,1.690185616,-0.120203139,200,1619,,,,
518,1059,0,2.4,0,8,0,61,0.1,134,3,18,1613,1916,3716,15,13,11,1,1,0,3,-0.175597243,0.287849458,134,3716,,,,
519,1606,0,1.4,0,3,0,57,0.1,154,4,4,1127,1924,3454,13,8,20,0,0,1,3,0.389791502,0.236867207,154,3454,,,,
520,1928,1,1.8,0,9,1,19,1,187,3,20,691,1580,3777,7,2,13,1,1,1,3,1.322682931,0.299719371,187,3777,,,,
521,1875,1,0.5,1,11,1,55,0.7,91,1,17,1802,1942,2712,7,2,6,1,0,1,3,-1.391183045,0.092482359,91,2712,,,,
522,1128,1,1.1,0,9,1,46,0.9,135,8,10,751,1582,1434,5,0,11,1,0,0,1,-0.147327806,-0.156202056,135,1434,,,,
523,1748,0,1.7,1,6,1,14,0.5,146,3,7,859,1234,3968,16,12,3,1,0,1,3,0.163636004,0.336885821,146,3968,,,,
524,1413,0,0.5,1,5,0,51,0.3,117,5,11,187,517,3383,16,5,2,0,0,0,3,-0.656177677,0.223051406,117,3383,,,,
525,825,0,0.5,1,0,1,23,0.1,86,2,0,206,1917,3278,8,6,2,1,0,1,3,-1.532530232,0.202619588,86,3278,,,,
526,1589,1,1.4,0,3,1,26,0.1,100,8,16,1673,1759,3970,16,8,18,1,0,1,3,-1.13675811,0.337274999,100,3970,,,,
527,535,1,0.5,1,8,1,54,0.5,145,8,15,710,939,2674,14,8,10,1,0,0,2,0.135366567,0.085087986,145,2674,,,,
528,1780,1,0.5,0,6,0,27,0.1,190,4,11,1331,1463,2776,19,17,14,1,1,1,3,1.407491243,0.104936038,190,2776,,,,
529,1671,0,0.6,1,7,1,61,0.1,129,2,11,263,848,2336,10,4,7,1,0,0,2,-0.316944429,0.019316991,129,2336,,,,
530,1821,0,0.9,0,9,1,12,0.3,114,1,18,97,1803,2430,7,4,6,1,1,1,2,-0.740985988,0.037608333,114,2430,,,,
531,1076,1,2.6,0,3,1,38,0.7,119,6,8,129,915,891,18,3,9,1,1,0,0,-0.599638802,-0.261863744,119,891,,,,
532,532,1,0.8,1,3,0,8,0.1,193,5,10,1213,1354,728,13,5,8,1,1,0,0,1.492299555,-0.29358171,193,728,,,,
533,777,1,2.6,0,3,0,30,0.9,148,5,17,189,1143,3886,14,10,7,1,0,0,3,0.220174878,0.320929544,148,3886,,,,
534,1217,1,0.5,0,3,0,17,0.5,182,4,13,628,632,1711,7,3,9,1,0,1,1,1.181335745,-0.102300974,182,1711,,,,
535,1656,1,1.6,1,0,0,16,1,117,7,2,320,899,2856,14,3,20,1,1,1,2,-0.656177677,0.120503138,117,2856,,,,
536,1185,0,1.9,0,0,0,31,0.4,152,8,7,837,1642,2447,16,2,3,1,1,1,2,0.333252627,0.040916341,152,2447,,,,
537,577,0,2.4,0,8,1,37,0.9,161,6,20,1087,1450,814,11,7,19,1,1,1,0,0.587677563,-0.276847078,161,814,,,,
538,737,1,2.4,1,7,0,49,0.6,193,4,16,781,1463,2951,7,0,10,0,1,0,2,1.492299555,0.138989069,193,2951,,,,
539,704,0,2.2,1,4,0,53,0.2,186,6,6,251,1013,3653,7,1,15,1,1,1,2,1.294413494,0.275590367,186,3653,,,,
540,525,1,0.5,1,5,0,51,0.5,137,8,11,262,1587,1891,18,3,12,0,1,0,1,-0.090788931,-0.067275,137,1891,,,,
541,504,1,0.5,1,5,0,16,0.1,166,1,9,767,1665,701,17,15,15,1,0,1,0,0.729024749,-0.298835606,166,701,,,,
542,793,0,1.2,1,1,1,38,0.6,176,4,7,1226,1815,3139,6,1,12,1,1,1,3,1.011719122,0.175571752,176,3139,,,,
543,569,0,0.6,1,2,0,39,0.1,184,8,9,389,739,2811,7,6,7,1,0,1,1,1.23787462,0.111746644,184,2811,,,,
544,1590,0,1.9,1,3,1,21,1,160,5,18,920,963,1701,11,4,4,1,0,1,1,0.559408125,-0.104246862,160,1701,,,,
545,707,0,0.5,0,0,1,16,0.1,194,2,0,1027,1508,1853,17,14,12,1,1,1,1,1.520568992,-0.074669373,194,1853,,,,
546,767,0,1.9,0,16,1,19,0.2,185,6,17,271,1000,2445,6,1,6,1,1,1,1,1.266144057,0.040527164,185,2445,,,,
547,1350,1,0.5,1,0,1,50,0.8,181,8,4,369,544,2287,15,1,8,1,1,0,1,1.153066308,0.009782142,181,2287,,,,
548,1117,1,0.6,1,0,0,31,0.2,146,2,7,1258,1627,2003,8,7,14,0,1,1,2,0.163636004,-0.045481061,146,2003,,,,
549,641,1,1.1,0,0,1,7,0.9,192,1,3,417,759,3595,7,5,19,1,1,1,2,1.464030118,0.26430422,192,3595,,,,
550,1002,0,0.8,1,0,1,35,0.5,83,2,4,1345,1416,1726,16,5,19,1,0,1,1,-1.617338543,-0.099382143,83,1726,,,,
551,1408,1,2.1,1,10,0,45,0.9,89,5,14,613,1088,3952,8,6,3,0,0,1,3,-1.44772192,0.333772401,89,3952,,,,
552,1900,1,2,1,1,0,41,0.5,190,8,6,912,1596,850,5,1,4,1,1,1,1,1.407491243,-0.269841883,190,850,,,,
553,726,0,2.9,0,0,0,43,0.1,101,8,0,666,760,1446,17,2,8,1,1,0,0,-1.108488673,-0.153866991,101,1446,,,,
554,1544,0,2.3,0,12,1,45,0.1,113,8,20,236,857,1300,8,7,18,1,1,0,1,-0.769255426,-0.182276948,113,1300,,,,
555,1454,1,1.6,0,6,1,21,0.2,160,4,10,186,1100,719,14,10,10,1,1,1,0,0.559408125,-0.295333008,160,719,,,,
556,1230,1,2.2,1,6,0,26,0.8,123,5,7,416,676,988,11,5,9,0,1,1,0,-0.486561053,-0.242988636,123,988,,,,
557,1552,0,1.2,0,10,1,53,0.3,180,8,18,430,658,2606,13,6,12,1,0,0,2,1.124796871,0.071855952,180,2606,,,,
558,1519,0,2.1,0,0,0,32,0.7,200,1,10,168,1239,2912,11,10,15,1,1,0,2,1.690185616,0.131400108,200,2912,,,,
559,723,1,1.9,0,4,0,30,0.3,102,1,7,1467,1901,2339,19,9,17,0,1,1,2,-1.080219235,0.019900757,102,2339,,,,
560,1191,0,2.4,1,0,0,13,0.9,169,1,7,179,1813,1028,14,6,8,1,1,1,0,0.813833061,-0.235205087,169,1028,,,,
561,1168,0,1.3,0,9,0,61,0.1,90,8,10,159,1578,3173,9,4,17,0,0,1,3,-1.419452482,0.18218777,90,3173,,,,
562,1229,0,0.5,1,15,0,14,0.8,191,2,16,120,1878,1667,17,6,17,0,0,1,1,1.43576068,-0.110862879,191,1667,,,,
563,1758,1,0.5,0,11,1,13,0.6,190,8,14,762,1864,1897,6,2,15,1,0,0,2,1.407491243,-0.066107468,190,1897,,,,
564,1290,0,0.5,0,0,0,3,0.1,143,6,4,600,1109,1214,9,8,15,0,1,1,1,0.078827692,-0.19901158,143,1214,,,,
565,574,0,2.8,1,16,0,38,0.1,90,6,17,286,1171,3269,8,7,10,0,1,0,2,-1.419452482,0.200868289,90,3269,,,,
566,1271,1,0.5,0,12,0,32,0.1,113,7,15,1350,1949,445,15,14,14,0,0,1,0,-0.769255426,-0.348650324,113,445,,,,
567,1170,1,1.2,0,4,0,30,0.4,83,8,15,27,1722,1073,6,4,8,1,1,0,0,-1.617338543,-0.226448593,83,1073,,,,
568,1269,1,1.3,0,14,0,52,0.8,118,2,15,1597,1920,665,18,5,5,0,0,0,1,-0.627908239,-0.305840801,118,665,,,,
569,1288,0,2.8,1,15,0,50,0.1,121,2,20,1177,1809,3129,17,6,2,0,0,0,3,-0.543099928,0.173625865,121,3129,,,,
570,1366,1,0.7,1,0,1,34,0.1,150,2,9,402,964,3501,13,11,3,1,0,0,3,0.276713753,0.246012878,150,3501,,,,
571,1572,1,0.8,1,7,1,8,0.8,169,5,8,577,1237,3461,6,3,10,1,1,1,3,0.813833061,0.238229328,169,3461,,,,
573,1701,1,0.5,0,13,1,46,0.9,115,2,15,364,828,3717,11,0,10,1,1,0,3,-0.712716551,0.288044047,115,3717,,,,
574,1900,1,0.5,1,0,1,55,0.9,171,1,1,934,1241,3917,15,5,18,1,0,1,3,0.870371935,0.326961795,171,3917,,,,
575,1974,0,1,0,4,0,24,0.3,80,7,13,250,545,861,7,4,6,1,0,1,0,-1.702146855,-0.267701407,80,861,,,,
576,1197,1,0.5,1,9,0,20,0.1,129,5,10,214,1710,2885,19,7,14,1,1,1,2,-0.316944429,0.126146211,129,2885,,,,
577,587,1,2.3,1,4,0,6,0.7,170,1,16,612,1793,2777,9,2,14,1,1,0,2,0.842102498,0.105130627,170,2777,,,,
578,934,0,1.1,0,7,0,24,0.8,112,5,12,1111,1463,1017,12,7,9,0,0,1,0,-0.797524863,-0.237345563,112,1017,,,,
579,1195,0,2,1,1,1,23,0.1,82,4,9,163,1100,980,13,9,17,1,0,0,0,-1.645607981,-0.244545346,82,980,,,,
580,1853,1,1,0,2,0,23,0.4,92,1,15,202,1951,2775,14,4,17,1,0,0,3,-1.362913608,0.10474145,92,2775,,,,
581,1164,0,1,0,4,1,19,0.9,95,8,18,729,1704,3309,15,3,3,1,0,1,3,-1.278105296,0.208651839,95,3309,,,,
582,1512,1,0.5,0,8,1,18,0.1,88,3,17,1079,1897,3607,12,10,6,1,1,1,3,-1.475991357,0.266639285,88,3607,,,,
583,1232,0,2.9,1,1,1,24,0.3,169,5,17,361,809,1257,16,10,16,1,0,0,0,0.813833061,-0.190644264,169,1257,,,,
584,1813,1,0.6,1,0,1,5,0.2,198,3,8,338,1306,759,9,3,14,1,1,0,0,1.633646741,-0.287549459,198,759,,,,
585,946,1,2.6,1,17,0,5,0.1,166,3,20,1698,1771,3720,15,7,4,0,1,0,3,0.729024749,0.288627813,166,3720,,,,
586,739,1,2.3,1,2,1,58,0.1,88,3,4,1052,1536,475,7,6,6,1,0,1,0,-1.475991357,-0.342812662,88,475,,,,
587,704,1,2.7,0,8,1,29,0.2,80,1,10,1108,1509,1122,9,3,10,1,1,1,0,-1.702146855,-0.216913745,80,1122,,,,
588,1663,1,0.5,0,0,0,40,0.6,147,4,15,951,1545,1336,8,5,15,1,0,0,1,0.191905441,-0.175271753,147,1336,,,,
589,1966,1,1.4,1,2,0,40,0.9,185,8,18,1197,1987,1185,11,2,20,0,1,0,2,1.266144057,-0.204654654,185,1185,,,,
590,1219,0,1,1,0,0,17,0.7,196,5,4,473,1022,705,11,3,6,0,1,1,0,1.577107867,-0.298057251,196,705,,,,
591,612,1,0.7,0,6,0,35,0.6,181,5,12,1294,1337,3169,14,9,6,0,0,0,2,1.153066308,0.181409415,181,3169,,,,
592,1658,1,1.4,0,0,1,39,0.7,182,1,5,410,522,3483,10,1,15,1,0,1,3,1.181335745,0.24251028,182,3483,,,,
593,1263,0,0.5,0,12,0,64,0.3,175,5,18,178,1883,1183,14,3,17,0,0,1,1,0.983449684,-0.205043831,175,1183,,,,
594,1395,1,2.8,0,0,1,55,0.6,118,3,1,782,1787,3373,11,2,16,1,1,0,3,-0.627908239,0.221105519,118,3373,,,,
595,621,1,2.7,1,0,0,54,0.1,151,4,20,434,910,2801,6,1,5,1,1,1,2,0.30498319,0.109800757,151,2801,,,,
596,652,0,0.5,1,1,0,58,0.6,142,3,2,464,781,565,18,12,9,0,0,1,0,0.050558255,-0.325299675,142,565,,,,
597,1175,0,0.6,0,10,0,25,0.1,145,2,12,137,1501,3153,9,4,12,1,0,0,2,0.135366567,0.178295995,145,3153,,,,
598,561,1,1,0,0,0,11,0.1,163,8,10,492,1176,3421,16,2,5,1,1,1,2,0.644216437,0.230445778,163,3421,,,,
599,1137,0,2.2,0,6,1,3,0.9,173,5,7,1250,1285,316,15,14,17,1,0,0,0,0.92691081,-0.373752272,173,316,,,,
600,1835,1,2.3,0,4,1,11,0.1,193,7,13,385,583,448,18,17,14,1,0,0,0,1.492299555,-0.348066558,193,448,,,,
601,1170,0,2.9,1,2,0,40,0.4,169,6,5,427,684,2366,16,8,2,1,1,1,1,0.813833061,0.025154653,169,2366,,,,
602,1595,1,0.8,1,0,1,44,0.7,85,4,20,1024,1838,3881,14,10,9,1,0,1,3,-1.560799669,0.319956601,85,3881,,,,
603,1719,1,2,0,0,0,12,0.3,122,8,7,240,904,462,6,3,5,0,0,0,0,-0.51483049,-0.345342316,122,462,,,,
604,1770,0,2.3,1,0,0,7,0.8,128,7,6,886,1552,1480,6,1,17,1,0,0,1,-0.345213867,-0.147250974,128,1480,,,,
605,1312,0,0.5,1,0,1,28,0.8,163,2,0,1233,1854,1087,17,16,14,1,0,0,1,0.644216437,-0.223724351,163,1087,,,,
606,1878,0,1.5,1,5,1,56,0.3,139,5,13,183,559,2711,8,2,3,1,1,1,2,-0.034250057,0.09228777,139,2711,,,,
607,1871,1,2,0,7,1,20,0.1,81,7,14,88,1682,2144,13,12,12,1,1,1,2,-1.673877418,-0.018044048,81,2144,,,,
608,922,0,1.5,1,1,1,35,0.9,188,7,15,1016,1383,1165,19,6,4,1,1,1,0,1.350952369,-0.208546429,188,1165,,,,
609,1975,1,1.5,0,6,1,16,0.9,128,8,11,80,655,2998,5,4,13,1,1,0,2,-0.345213867,0.14813474,128,2998,,,,
610,1212,0,2.6,0,1,1,46,0.3,102,4,8,611,1715,2249,14,3,4,1,1,1,2,-1.080219235,0.00238777,102,2249,,,,
611,1430,1,0.9,0,3,0,56,0.1,179,3,5,569,906,752,17,8,17,0,0,1,0,1.096527433,-0.28891158,179,752,,,,
612,1958,1,1.9,1,0,0,4,0.2,190,2,3,304,637,1409,16,5,3,0,0,0,1,1.407491243,-0.161066775,190,1409,,,,
613,1836,1,2.1,1,0,1,30,0.2,184,7,15,276,1230,3072,7,3,5,1,1,0,3,1.23787462,0.162534307,184,3072,,,,
614,557,1,1.6,0,0,0,24,0.5,125,3,0,1131,1315,1305,12,8,3,1,0,1,0,-0.430022178,-0.181304004,125,1305,,,,
615,539,1,0.6,1,9,0,21,0.1,145,7,14,551,599,3597,14,5,9,0,0,0,2,0.135366567,0.264693397,145,3597,,,,
616,880,0,0.5,1,1,0,44,0.5,172,8,15,436,1302,3132,8,7,6,0,1,1,2,0.898641373,0.174209631,172,3132,,,,
617,1369,1,1.8,1,6,0,34,0.5,162,1,7,553,727,3856,18,4,18,0,1,1,3,0.615947,0.315091882,162,3856,,,,
618,1109,1,2.7,1,1,0,39,0.4,98,1,9,1391,1787,1524,15,10,7,1,1,1,1,-1.193296984,-0.138689069,98,1524,,,,
619,843,0,1.8,1,0,0,16,0.1,166,5,6,981,1096,3673,12,1,20,1,0,1,3,0.729024749,0.279482142,166,3673,,,,
620,598,0,2.3,1,7,0,21,0.7,196,2,10,680,1173,3293,8,4,7,1,0,1,2,1.577107867,0.205538419,196,3293,,,,
621,972,1,2.7,1,1,0,5,1,126,4,2,687,816,3035,12,7,19,1,0,1,2,-0.401752741,0.155334523,126,3035,,,,
622,1944,1,0.5,0,5,1,36,0.1,197,6,18,1060,1970,584,17,14,13,1,1,0,1,1.605377304,-0.321602489,197,584,,,,
623,1225,0,0.7,1,0,1,2,0.6,138,7,1,217,1101,2675,12,11,15,1,1,0,2,-0.062519494,0.085282575,138,2675,,,,
624,644,1,1.3,1,7,1,30,0.5,114,1,16,1140,1654,2382,9,0,19,1,0,1,2,-0.740985988,0.028268073,114,2382,,,,
625,1919,0,1.5,0,5,1,48,0.8,150,4,6,304,1191,1391,19,13,12,1,0,1,1,0.276713753,-0.164569372,150,1391,,,,
626,501,0,2.3,0,12,1,54,0.3,131,4,19,504,1089,2346,13,12,2,1,0,1,1,-0.260405555,0.021262878,131,2346,,,,
627,1620,1,2.2,1,0,1,30,0.2,185,3,3,832,1033,606,6,0,18,1,0,0,0,1.266144057,-0.317321537,185,606,,,,
628,1227,1,1.1,1,0,0,34,0.2,130,3,3,935,1781,1324,7,3,12,0,1,1,1,-0.288674992,-0.177606818,130,1324,,,,
629,1359,1,0.5,1,1,1,58,0.5,107,6,3,446,901,1076,16,8,4,1,1,1,0,-0.938872049,-0.225864827,107,1076,,,,
630,1914,0,0.7,0,1,0,35,0.6,118,8,2,942,1701,643,17,1,8,1,0,1,1,-0.627908239,-0.310121753,118,643,,,,
631,1645,1,1.8,0,1,0,21,0.7,123,7,2,897,1308,783,10,8,20,1,0,0,0,-0.486561053,-0.282879329,123,783,,,,
632,1063,1,1.1,0,0,1,26,0.8,101,5,2,1208,1232,3809,17,16,5,1,0,1,3,-1.108488673,0.305946211,101,3809,,,,
633,946,0,2.1,0,0,1,19,0.2,154,8,0,159,630,2104,7,4,16,1,1,0,1,0.389791502,-0.025827598,154,2104,,,,
634,1231,0,1.2,1,5,0,54,0.8,185,3,10,632,1184,1762,5,3,6,1,1,0,1,1.266144057,-0.092376948,185,1762,,,,
635,1397,0,2.9,1,13,0,9,0.5,87,6,18,1308,1991,3137,12,1,11,1,1,1,3,-1.504260794,0.175182575,87,3137,,,,
636,701,1,0.7,0,7,0,15,0.5,160,3,11,1002,1256,1756,6,3,17,1,1,1,1,0.559408125,-0.093544481,160,1756,,,,
637,570,1,0.5,1,2,0,9,0.3,111,7,5,1331,1917,3663,14,10,14,0,0,0,3,-0.8257943,0.277536254,111,3663,,,,
638,1993,1,0.5,0,10,1,27,0.3,147,8,11,150,510,2437,14,0,9,1,0,0,2,0.191905441,0.038970454,147,2437,,,,
639,955,0,0.5,1,4,0,43,0.9,143,5,8,1248,1511,1432,12,9,9,1,1,1,1,0.078827692,-0.156591234,143,1432,,,,
640,924,0,0.5,1,0,1,47,0.3,167,8,6,108,1813,1620,17,15,12,1,0,0,1,0.757294186,-0.12000855,167,1620,,,,
641,600,0,0.5,0,0,0,14,0.8,112,5,2,320,747,1655,18,0,9,0,0,0,0,-0.797524863,-0.113197944,112,1655,,,,
642,518,0,0.8,1,0,0,3,0.1,178,7,1,437,1947,2832,5,0,8,1,0,1,2,1.068257996,0.115833008,178,2832,,,,
643,1063,1,2.5,0,0,1,31,0.9,95,6,10,295,935,961,16,6,5,1,1,0,0,-1.278105296,-0.248242532,95,961,,,,
644,920,1,0.5,0,2,0,46,0.8,149,3,3,1058,1421,2608,6,0,2,0,0,1,2,0.248444316,0.072245129,149,2608,,,,
645,1715,0,1.9,0,4,1,3,0.1,171,5,6,79,1652,514,7,4,13,1,0,0,0,0.870371935,-0.335223701,171,514,,,,
646,1841,1,1.3,1,6,0,14,0.6,167,8,8,593,672,2304,7,1,18,0,0,1,2,0.757294186,0.013090151,167,2304,,,,
647,543,1,0.5,1,4,1,60,0.7,132,5,7,693,1031,933,14,0,5,1,1,0,0,-0.232136118,-0.253691017,132,933,,,,
648,1762,1,2.7,1,13,1,25,0.9,189,1,14,300,527,1896,14,10,20,1,1,1,1,1.379221806,-0.066302057,189,1896,,,,
649,1112,1,0.5,1,1,0,53,0.6,121,4,16,234,739,3655,7,3,20,1,1,0,3,-0.543099928,0.275979544,121,3655,,,,
650,709,1,2,1,0,0,35,0.1,136,1,0,1545,1596,1973,12,9,16,0,1,1,1,-0.119058369,-0.051318723,136,1973,,,,
651,1315,1,2.6,0,7,0,64,0.8,128,7,16,59,575,3278,6,3,13,0,0,0,2,-0.345213867,0.202619588,128,3278,,,,
652,1762,1,2.5,0,10,1,15,0.3,107,8,11,1103,1364,2183,8,3,11,1,1,0,2,-0.938872049,-0.010455087,107,2183,,,,
653,1462,1,1.7,1,1,0,25,0.2,182,7,18,91,1478,824,15,5,13,1,0,1,0,1.181335745,-0.27490119,182,824,,,,
654,571,0,1.6,1,8,0,35,0.2,186,7,20,177,1282,2598,13,5,8,1,1,0,1,1.294413494,0.070299242,186,2598,,,,
655,666,1,0.5,1,7,1,54,0.4,81,3,13,58,1353,1254,15,9,9,1,1,1,0,-1.673877418,-0.19122803,81,1254,,,,
656,1994,0,1.5,1,2,1,7,0.5,146,8,7,447,1435,3622,7,0,20,1,0,1,3,0.163636004,0.269558116,146,3622,,,,
657,1583,1,2.1,1,11,0,14,0.7,148,7,16,942,1651,1704,17,13,2,1,0,1,2,0.220174878,-0.103663095,148,1704,,,,
658,1778,0,1.4,1,3,1,45,1,132,4,17,88,516,1624,15,13,9,1,1,0,1,-0.232136118,-0.119230195,132,1624,,,,
659,1926,1,1.1,0,13,1,50,0.2,179,6,17,371,1000,3809,17,12,17,1,1,0,3,1.096527433,0.305946211,179,3809,,,,
660,966,1,0.6,0,9,1,50,0.2,117,4,10,1446,1754,2574,10,1,5,1,0,1,2,-0.656177677,0.065629112,117,2574,,,,
661,568,0,2,0,1,0,36,0.3,179,3,4,181,1703,950,17,9,9,1,0,0,0,1.096527433,-0.250383009,179,950,,,,
662,1897,0,3,0,1,1,21,0.5,192,8,2,1311,1935,273,17,6,3,1,1,1,0,1.464030118,-0.382119588,192,273,,,,
663,1695,0,0.5,1,6,1,46,0.7,200,3,9,1791,1898,446,16,13,15,1,1,1,1,1.690185616,-0.348455736,200,446,,,,
664,1623,1,1.2,0,6,1,61,0.9,120,7,12,1568,1832,1510,12,10,17,1,1,0,2,-0.571369365,-0.141413312,120,1510,,,,
665,914,1,0.5,0,0,1,26,0.7,147,4,0,706,721,1122,12,9,2,1,1,1,0,0.191905441,-0.216913745,147,1122,,,,
666,1721,1,0.5,1,4,1,33,0.5,128,4,5,871,1048,707,19,2,5,1,1,1,0,-0.345213867,-0.297668073,128,707,,,,
667,890,1,2.2,1,4,0,44,0.5,198,8,13,1074,1873,751,7,3,3,0,0,0,0,1.633646741,-0.289106169,198,751,,,,
668,600,0,0.5,0,1,0,48,0.8,191,3,7,501,1465,3393,12,7,8,1,0,0,2,1.43576068,0.224997293,191,3393,,,,
669,1677,0,1.8,1,4,0,11,0.7,124,6,8,271,1477,3771,15,6,12,1,0,0,3,-0.458291616,0.298551839,124,3771,,,,
670,723,0,0.5,0,0,1,3,0.2,168,4,3,920,1748,1851,15,3,16,1,0,0,1,0.785563624,-0.07505855,168,1851,,,,
671,638,0,1.7,1,11,0,27,0.5,102,4,17,1171,1383,2735,7,2,9,1,1,0,2,-1.080219235,0.0969579,102,2735,,,,
672,852,0,1,1,4,1,62,0.7,104,7,13,293,1159,2253,17,4,7,1,1,0,1,-1.023680361,0.003166125,104,2253,,,,
673,1979,1,1.6,1,0,0,32,0.2,165,7,1,833,1630,452,13,6,14,0,1,0,0,0.700755312,-0.347288203,165,452,,,,
674,710,1,0.5,0,6,0,32,0.8,151,5,9,485,857,1419,12,11,18,0,1,0,0,0.30498319,-0.159120888,151,1419,,,,
675,1034,0,2.6,1,2,1,45,0.3,190,3,4,182,1293,969,15,1,7,1,0,0,0,1.407491243,-0.246685822,190,969,,,,
676,600,0,2.5,1,8,1,22,0.1,145,1,11,207,1162,3441,19,1,5,1,0,0,2,0.135366567,0.234337553,145,3441,,,,
677,1027,0,0.5,0,2,1,64,0.9,103,2,7,1698,1747,3786,17,12,12,1,0,0,3,-1.051949798,0.30147067,103,3786,,,,
678,1260,0,0.6,0,5,1,13,1,106,6,6,165,736,2710,13,1,8,1,1,0,2,-0.967141486,0.092093181,106,2710,,,,
679,1793,0,1.8,1,10,0,12,0.5,169,6,17,1086,1418,3533,16,14,15,1,1,1,3,0.813833061,0.252239718,169,3533,,,,
680,675,0,2.3,0,10,0,60,0.9,144,5,15,192,757,1735,7,0,13,1,0,1,0,0.107097129,-0.097630844,144,1735,,,,
681,658,1,2.7,0,0,1,12,0.9,103,7,3,1156,1750,3587,14,11,20,1,0,0,3,-1.051949798,0.26274751,103,3587,,,,
682,1694,1,0.6,0,0,1,34,0.3,102,7,7,377,549,2298,17,5,2,1,1,0,2,-1.080219235,0.011922619,102,2298,,,,
683,804,1,0.8,1,12,1,41,0.9,89,1,13,709,818,2027,11,5,11,1,0,0,1,-1.44772192,-0.040810931,89,2027,,,,
684,1713,0,2.5,1,1,0,27,0.9,127,7,3,729,974,2406,13,10,20,1,0,1,2,-0.373483304,0.032938203,127,2406,,,,
685,706,0,0.5,0,13,1,31,0.1,108,3,19,543,938,2419,8,7,4,1,0,1,1,-0.910602612,0.035467857,108,2419,,,,
686,1362,0,0.5,0,3,0,25,0.8,131,7,9,553,1505,995,7,6,18,0,1,1,0,-0.260405555,-0.241626515,131,995,,,,
687,1527,0,2.7,0,10,1,60,0.1,154,5,14,526,1116,2078,5,3,11,1,1,1,2,0.389791502,-0.030886905,154,2078,,,,
688,768,0,0.5,1,0,0,19,0.9,159,2,1,637,991,1145,19,1,7,0,0,1,0,0.531138688,-0.212438203,159,1145,,,,
689,1314,0,2.9,1,8,1,41,0.1,155,4,12,113,577,626,10,4,4,1,1,1,0,0.418060939,-0.313429762,155,626,,,,
690,705,1,0.5,0,5,1,57,0.9,155,6,9,1114,1374,1509,15,11,18,1,1,1,1,0.418060939,-0.141607901,155,1509,,,,
691,1403,0,2.7,0,2,1,26,0.1,164,5,3,461,1251,3371,13,9,9,1,0,1,3,0.672485875,0.220716341,164,3371,,,,
692,1486,0,2.6,0,7,0,52,0.1,85,4,15,1430,1747,297,13,1,15,0,1,0,0,-1.560799669,-0.377449459,85,297,,,,
693,781,0,1.1,0,2,0,38,0.4,198,5,7,304,1674,3508,13,8,5,0,0,1,3,1.633646741,0.247374999,198,3508,,,,
694,986,1,1.5,0,1,1,23,0.8,183,8,3,471,800,2385,16,9,19,1,0,0,1,1.209605182,0.028851839,183,2385,,,,
695,1310,0,1.4,0,0,0,33,0.4,105,1,14,806,1016,1301,13,12,19,0,0,1,1,-0.995410924,-0.182082359,105,1301,,,,
696,560,1,2,1,6,1,57,0.3,81,3,12,80,1327,2167,11,10,7,1,0,1,1,-1.673877418,-0.013568507,81,2167,,,,
697,1348,0,1.3,0,0,0,43,0.4,116,5,6,204,501,3914,10,3,8,1,0,1,3,-0.684447114,0.326378029,116,3914,,,,
698,1567,0,0.5,1,3,0,22,0.5,119,6,6,545,1621,2312,9,1,18,1,0,0,2,-0.599638802,0.014646861,119,2312,,,,
699,1940,1,0.9,1,4,0,17,0.7,93,5,7,112,858,2297,14,6,8,0,1,0,2,-1.334644171,0.01172803,93,2297,,,,
700,1979,1,2.9,1,0,1,19,1,176,3,9,1331,1532,411,8,2,2,1,1,1,0,1.011719122,-0.355266342,176,411,,,,
701,561,1,2.1,1,7,1,2,0.1,193,3,13,1055,1294,665,10,0,4,1,1,0,0,1.492299555,-0.305840801,193,665,,,,
